experiment_start,2025-05-28 11:23:26
frame,label,fps,infer_time_ms,confidence,cpu_percent,ram_percent
437,sunscreen,13.53,22.05,0.2505,52.5,29.3
438,sunscreen,13.52,26.78,0.2366,52.0,29.3
439,sunscreen,13.52,23.47,0.2683,55.2,29.3
440,sunscreen,13.51,24.79,0.2582,53.8,29.3
441,sunscreen,13.52,22.13,0.2792,56.4,29.3
442,sunscreen,13.51,22.01,0.2671,51.8,29.2
443,sunscreen,13.51,23.92,0.3000,55.8,29.3
444,sunscreen,13.52,23.39,0.2499,52.0,29.3
445,sunscreen,13.51,26.84,0.2711,53.4,29.3
446,sunscreen,13.51,22.43,0.2706,53.2,29.3
447,sunscreen,13.51,21.10,0.2401,53.1,29.2
448,sunscreen,13.51,23.51,0.2522,54.1,29.3
449,sunscreen,13.52,24.17,0.2415,57.3,29.3
450,sunscreen,13.51,34.13,0.2959,54.6,29.3
451,sunscreen,13.50,26.89,0.2597,50.0,29.3
452,sunscreen,13.50,24.37,0.2506,50.8,29.3
453,sunscreen,13.50,30.47,0.2281,57.4,29.3
454,sunscreen,13.49,22.64,0.2169,59.7,29.3
455,sunscreen,13.50,27.90,0.2455,51.8,29.3
456,sunscreen,13.50,28.45,0.2333,55.6,29.3
457,sunscreen,13.50,23.99,0.2353,49.4,29.3
458,sunscreen,13.51,23.44,0.2108,53.8,29.3
459,sunscreen,13.51,22.49,0.2369,55.0,29.3
460,sunscreen,13.52,19.52,0.2105,52.6,29.2
461,sunscreen,13.51,21.40,0.2307,54.9,29.2
462,sunscreen,13.51,25.19,0.2376,52.3,29.2
463,sunscreen,13.51,25.53,0.2564,50.9,29.2
464,sunscreen,13.51,22.37,0.2422,58.6,29.2
465,sunscreen,13.51,21.19,0.2642,49.6,29.2
466,sunscreen,13.51,25.52,0.2533,53.8,29.2
467,sunscreen,13.51,24.05,0.2526,53.4,29.2
468,sunscreen,13.51,25.72,0.2639,54.2,29.2
469,sunscreen,13.52,25.78,0.2983,53.7,29.2
470,sunscreen,13.50,26.46,0.2735,50.8,29.2
471,sunscreen,13.50,27.16,0.2830,52.0,29.3
472,sunscreen,13.51,22.58,0.2843,53.3,29.2
473,sunscreen,13.51,21.98,0.2679,55.1,29.2
474,sunscreen,13.52,27.26,0.2573,52.7,29.2
475,sunscreen,13.51,20.99,0.2872,50.3,29.2
476,sunscreen,13.49,26.16,0.2605,52.4,29.2
477,sunscreen,13.47,24.66,0.2855,50.3,29.2
478,sunscreen,13.47,21.32,0.2712,50.8,29.2
479,sunscreen,13.46,22.30,0.2723,55.0,29.2
480,sunscreen,13.44,27.63,0.2828,53.2,29.2
481,sunscreen,13.44,24.95,0.2706,52.3,29.2
482,sunscreen,13.44,26.09,0.2618,52.1,29.2
483,sunscreen,13.42,24.46,0.2730,48.8,29.2
484,sunscreen,13.42,21.23,0.2647,52.7,29.2
485,sunscreen,13.42,22.57,0.2237,50.4,29.2
486,sunscreen,13.42,21.08,0.2623,52.1,29.2
487,sunscreen,13.42,25.87,0.2792,49.6,29.2
488,sunscreen,13.42,21.53,0.2710,51.6,29.3
489,sunscreen,13.42,25.05,0.2594,50.9,29.2
490,sunscreen,13.43,21.77,0.2381,53.8,29.3
491,sunscreen,13.41,26.01,0.2756,49.7,29.3
492,sunscreen,13.41,20.02,0.2331,61.7,29.3
493,sunscreen,13.42,22.80,0.2531,54.8,29.3
494,sunscreen,13.42,24.61,0.2149,54.6,29.2
495,sunscreen,13.41,22.61,0.2750,50.3,29.2
496,sunscreen,13.41,19.79,0.2511,52.5,29.2
497,sunscreen,13.42,21.61,0.2277,52.8,29.2
498,sunscreen,13.42,24.81,0.2559,52.5,29.3
499,sunscreen,13.42,23.28,0.1643,50.0,29.3
500,sunscreen,13.42,25.94,0.1426,55.3,29.2
501,sunscreen,13.42,23.54,0.3646,55.7,29.3
502,sunscreen,13.42,22.60,0.2196,51.1,29.3
