experiment_start,2025-05-27 02:30:06
frame,label,fps,infer_time_ms,confidence,cpu_percent,ram_percent
347,cup,21.15,10.73,0.3079,49.0,28.8
348,cup,21.17,12.31,0.3215,52.5,28.8
349,cup,21.17,12.16,0.3088,51.6,28.8
350,cup,21.19,9.49,0.3421,45.3,28.8
351,cup,21.20,12.66,0.3096,51.6,28.8
352,cup,21.21,11.26,0.3185,54.2,28.8
353,cup,21.23,10.30,0.3528,47.1,28.8
354,cup,21.24,16.43,0.3464,49.2,28.8
355,cup,21.25,10.55,0.3571,59.1,28.8
356,cup,21.26,10.47,0.3426,54.7,28.8
357,cup,21.27,15.79,0.3086,51.6,28.8
358,cup,21.28,15.76,0.3284,49.2,28.8
359,cup,21.29,11.38,0.3232,51.6,28.8
360,cup,21.30,14.20,0.3163,52.4,28.8
361,cup,21.31,13.29,0.3260,53.3,28.8
362,cup,21.32,13.04,0.3176,52.3,28.8
363,cup,21.33,9.68,0.3328,54.0,28.8
364,cup,21.33,16.01,0.3236,50.8,28.8
365,cup,21.34,16.85,0.3174,47.8,28.8
366,cup,21.35,13.68,0.3017,53.2,28.8
367,cup,21.36,12.42,0.2948,54.8,28.8
368,cup,21.38,10.46,0.3274,50.0,28.8
369,cup,21.39,14.96,0.3056,52.5,28.8
370,cup,21.40,13.61,0.2913,52.2,28.8
371,cup,21.41,10.68,0.3328,47.1,28.8
372,cup,21.42,12.18,0.3346,57.8,28.8
373,cup,21.43,13.80,0.3241,52.4,28.8
374,cup,21.44,12.84,0.3241,51.6,28.8
375,cup,21.45,11.75,0.3446,45.3,28.8
376,cup,21.45,15.85,0.3033,56.8,28.8
377,cup,21.46,12.75,0.3376,52.1,28.8
378,cup,21.47,10.48,0.3425,53.3,28.8
379,cup,21.48,13.69,0.3415,51.6,28.8
380,cup,21.48,14.94,0.3063,52.3,28.8
381,cup,21.49,13.41,0.3022,49.2,28.8
382,cup,21.50,12.54,0.3258,60.3,28.8
383,cup,21.51,11.43,0.3264,60.3,28.8
384,cup,21.51,12.26,0.3352,54.3,28.8
385,cup,21.52,13.16,0.2998,52.6,28.8
386,cup,21.53,12.70,0.3124,54.1,28.8
387,cup,21.53,17.51,0.3102,50.0,28.8
388,cup,21.55,10.42,0.3347,51.0,28.8
389,cup,21.56,17.68,0.3127,50.0,28.8
390,cup,21.57,12.82,0.3345,47.1,28.8
391,cup,21.58,16.15,0.3277,55.6,28.8
392,cup,21.59,11.72,0.3182,46.2,28.8
393,cup,21.60,11.19,0.3402,57.4,28.8
394,cup,21.61,11.46,0.3203,51.6,28.8
395,cup,21.62,12.34,0.3422,50.8,28.8
396,cup,21.63,12.29,0.3279,46.2,28.8
397,cup,21.64,11.18,0.3464,53.3,28.8
398,cup,21.64,15.63,0.3258,50.0,28.8
399,cup,21.65,15.28,0.3139,55.6,28.8
400,cup,21.65,15.97,0.3149,50.8,28.8
401,cup,21.66,15.40,0.3078,50.8,28.8
402,cup,21.66,17.07,0.3151,50.0,28.8
403,cup,21.67,14.47,0.3374,50.0,28.8
404,cup,21.67,18.36,0.3439,53.3,28.8
405,cup,21.67,13.82,0.3349,50.0,28.8
406,cup,21.68,13.81,0.3504,50.0,28.8
407,cup,21.68,14.60,0.3289,50.0,28.8
408,cup,21.68,15.53,0.3272,53.3,28.8
409,cup,21.68,19.05,0.3509,53.8,28.8
410,cup,21.69,13.70,0.3540,45.3,28.8
411,cup,21.70,14.40,0.3188,53.2,28.8
412,cup,21.71,13.75,0.3451,52.5,28.8
413,cup,21.68,51.16,0.3176,51.2,28.8
414,cup,21.69,10.01,0.3325,46.3,28.8
415,cup,21.69,13.54,0.3306,54.8,28.8
416,cup,21.70,10.13,0.3646,51.6,28.8
417,cup,21.71,10.39,0.3677,47.1,28.8
418,cup,21.71,13.38,0.3438,50.0,28.8
419,cup,21.72,12.65,0.3255,56.7,28.8
420,cup,21.73,13.25,0.3417,50.0,28.8
421,cup,21.74,12.29,0.3542,57.4,28.8
422,cup,21.74,17.60,0.3412,50.0,28.8
423,cup,21.75,11.65,0.2784,54.8,28.8
424,cup,21.76,10.08,0.3124,54.2,28.8
425,cup,21.77,14.29,0.2995,45.3,28.8
426,cup,21.77,18.49,0.2312,52.6,28.8
427,saltshaker,21.77,12.08,0.2847,54.7,28.8
428,cup,21.77,16.35,0.2332,46.4,28.8
429,cup,21.78,13.50,0.3229,57.1,28.8
430,cup,21.78,14.10,0.3268,55.4,28.8
431,cup,21.80,10.29,0.2645,49.0,28.8
432,piggy bank,21.79,19.02,0.1485,57.3,28.8
433,saltshaker,21.80,11.23,0.2672,55.6,28.8
434,saltshaker,21.81,13.21,0.2631,52.5,28.8
435,saltshaker,21.82,12.31,0.2551,46.2,28.8
436,saltshaker,21.82,12.47,0.3133,57.1,28.8
437,saltshaker,21.82,14.34,0.3279,50.8,28.8
438,saltshaker,21.83,12.90,0.3033,50.0,28.8
439,saltshaker,21.83,16.00,0.3976,47.8,28.8
440,saltshaker,21.84,12.82,0.3524,50.8,28.8
441,saltshaker,21.84,18.36,0.2877,53.3,28.8
442,saltshaker,21.85,12.49,0.2035,54.0,28.8
443,ocarina,21.85,16.17,0.1689,47.7,28.8
444,saltshaker,21.86,12.51,0.1404,53.3,28.8
445,saltshaker,21.86,16.65,0.1215,50.0,28.8
446,saltshaker,21.87,15.44,0.1458,50.0,28.8
447,ocarina,21.87,16.99,0.0899,53.0,28.8
448,saltshaker,21.87,17.48,0.0858,47.8,28.8
449,saltshaker,21.88,15.48,0.0995,54.8,28.8
450,ocarina,21.88,16.97,0.1316,50.0,28.8
451,ocarina,21.88,17.41,0.2313,50.0,28.8
452,saltshaker,21.89,14.39,0.2336,54.8,28.8
453,piggy bank,21.89,14.72,0.2056,47.8,28.8
454,coffee mug,21.89,17.30,0.1563,54.8,28.8
455,coffee mug,21.89,13.63,0.1401,50.8,28.8
456,mixing bowl,21.89,22.93,0.0679,46.4,28.8
457,cup,21.90,14.85,0.1619,51.6,28.8
